bodytype,seats,kms,modelYear,fueltype,ownerNo,transmission,price,Insurance,engine_cc,oem,Gearbox,Mileage,DriveType,city
SUV,5.0,31614,2020,Petrol,1,Automatic,26000000,Comprehensive,1498.0,Land Rover,5,20.14,FWD,jaipur
Sedan,5.0,70380,2021,Petrol,1,Manual,707000,Not Available,1248.0,Tata,5,18.0,RWD,jaipur
Hatchback,5.0,73202,2016,Petrol,1,Manual,605000,Comprehensive,2143.0,Hyundai,7,15.26,AWD,jaipur
Sedan,6.0,80000,2016,Petrol,1,Automatic,565000,Comprehensive,1493.0,Honda,6,18.9,RWD,jaipur
Hatchback,5.0,58006,2017,Diesel,1,Manual,608000,Not Available,2354.0,Maruti,5,11.9,FWD,jaipur
Hatchback,5.0,64000,2019,Petrol,1,Automatic,725000,Not Available,1199.0,Maruti,5,18.6,FWD,jaipur
Hatchback,5.0,50670,2014,Petrol,2,Manual,369000,Third Party insurance,1968.0,Honda,7,14.16,AWD,jaipur
Hatchback,5.0,41058,2020,Petrol,2,Automatic,508000,Not Available,1582.0,Hyundai,6,22.7,FWD,jaipur
SUV,5.0,120000,2013,Diesel,1,Manual,360000,Not Available,1199.0,Renault,6,17.33,FWD,jaipur
Hatchback,5.0,56367,2014,Petrol,2,Manual,399000,Not Available,1998.0,Maruti,6,17.9,FWD,jaipur
SUV,5.0,41000,2019,Petrol,1,Manual,919999,Third Party insurance,1248.0,Hyundai,5,24.3,FWD,jaipur
Hatchback,5.0,40000,2019,Petrol,1,Manual,740000,Not Available,1197.0,Hyundai,5,20.36,FWD,jaipur
Hatchback,5.0,16000,2016,Petrol,1,Automatic,625000,Comprehensive,2354.0,Hyundai,5,12.0,4WD,jaipur
Hatchback,5.0,69900,2016,Petrol,1,Automatic,450000,Not Available,1198.0,Maruti,5,19.49,FWD,jaipur
Sedan,5.0,120000,2016,Petrol,1,Manual,650000,Not Available,998.0,Honda,5,20.51,FWD,jaipur
Hatchback,5.0,95000,2016,Petrol,1,Manual,450000,Comprehensive,1497.0,Tata,6,16.8,FWD,jaipur
Sedan,5.0,35000,2018,Diesel,1,Automatic,2445000,Zero Dep,1591.0,Audi,6,17.0,FWD,jaipur
Sedan,5.0,66000,2014,Petrol,1,Automatic,675000,Comprehensive,1353.0,Honda,7,16.5,FWD,jaipur
Sedan,7.0,67905,2016,Diesel,1,Manual,652000,Comprehensive,2494.0,Maruti,5,12.99,RWD,jaipur
Hatchback,5.0,19348,2019,Petrol,1,Manual,496000,Third Party,799.0,Hyundai,5,22.25,FWD,jaipur
Sedan,5.0,35000,2017,Petrol,1,Manual,650000,Not Available,1498.0,Honda,5,25.8,FWD,jaipur
Sedan,5.0,30811,2017,Petrol,1,Manual,789000,Not Available,1498.0,Hyundai,5,25.8,FWD,jaipur
Hatchback,5.0,73227,2019,Petrol,2,Manual,458000,Not Available,1248.0,Maruti,5,26.59,FWD,jaipur
Sedan,5.0,80000,2010,Diesel,2,Manual,200000,Not Available,1248.0,Tata,5,23.4,FWD,jaipur
Hatchback,5.0,90184,2012,Petrol,1,Manual,311000,Not Available,999.0,Honda,5,18.75,FWD,jaipur
SUV,5.0,30000,2021,Petrol,1,Manual,1000000,Comprehensive,1798.0,Maruti,7,15.1,FWD,jaipur
Sedan,5.0,66039,2016,Petrol,1,Manual,613000,Not Available,1451.0,Hyundai,6,13.96,FWD,jaipur
Sedan,5.0,120000,2017,Diesel,2,Manual,390000,Not Available,998.0,Hyundai,5,20.51,FWD,jaipur
Sedan,5.0,89205,2013,Petrol,2,Manual,517000,Not Available,1995.0,Honda,8,22.69,RWD,jaipur
SUV,9.0,50000,2020,Petrol,1,Manual,999000,Not Available,2179.0,Hyundai,5,12.05,FWD,jaipur
Hatchback,5.0,80000,2018,Petrol,1,Automatic,740000,Not Available,1197.0,Maruti,5,18.6,FWD,jaipur
SUV,5.0,29000,2020,Diesel,1,Manual,1650000,Not Available,1493.0,MG,6,20.8,FWD,jaipur
SUV,7.0,90000,2012,Diesel,1,Automatic,1320000,Comprehensive,1498.0,BMW,6,21.9,FWD,jaipur
Sedan,5.0,120000,2011,Diesel,1,Manual,220000,Comprehensive,1396.0,Tata,6,23.7,FWD,jaipur
Hatchback,5.0,100000,2015,Diesel,2,Manual,420000,Not Available,1896.0,Fiat,5,17.5,FWD,jaipur
Hatchback,5.0,56962,2017,Petrol,1,Automatic,550000,Third Party insurance,1086.0,Maruti,5,19.81,FWD,jaipur
Sedan,5.0,90000,2015,Diesel,1,Automatic,550000,Zero Dep,1197.0,Skoda,5,18.6,FWD,jaipur
Hatchback,5.0,101739,2018,Petrol,1,Manual,501999,Not Available,1061.0,Volkswagen,5,18.9,FWD,jaipur
Hatchback,5.0,69049,2019,Petrol,1,Manual,552000,Third Party,1248.0,Tata,5,28.4,FWD,jaipur
SUV,5.0,110000,2018,Diesel,1,Manual,830000,Zero Dep,1591.0,Maruti,6,17.0,FWD,jaipur
Sedan,5.0,56242,2017,Petrol,1,Manual,579000,Comprehensive,1197.0,Honda,5,20.85,FWD,jaipur
SUV,5.0,124281,2018,Diesel,1,Manual,1215000,Not Available,1396.0,Mahindra,5,21.9,FWD,jaipur
SUV,5.0,38000,2019,Petrol,1,Manual,950000,Comprehensive,1498.0,Hyundai,6,26.0,FWD,jaipur
SUV,5.0,84249,2018,Diesel,1,Manual,1021000,Not Available,1991.0,Mahindra,5,18.3,FWD,jaipur
Sedan,5.0,45000,2018,Diesel,1,Automatic,2595000,Comprehensive,1461.0,BMW,5,21.64,FWD,jaipur
Sedan,7.0,122117,2013,Petrol,2,Manual,421000,Comprehensive,2982.0,Maruti,4,11.5,RWD,jaipur
SUV,5.0,108632,2019,Diesel,1,Manual,869999,Comprehensive,1197.0,Ford,5,21.1,FWD,jaipur
Sedan,5.0,10700,2017,Diesel,1,Automatic,4500000,Not Available,1197.0,BMW,5,21.01,FWD,jaipur
SUV,5.0,116988,2017,Diesel,1,Manual,677000,Comprehensive,1794.0,Ford,7,14.53,FWD,jaipur
Sedan,5.0,60000,2014,Petrol,1,Automatic,725000,Not Available,1497.0,Honda,6,17.7,FWD,jaipur
Sedan,5.0,120000,2018,Diesel,1,Manual,650000,Not Available,998.0,Honda,5,20.51,FWD,jaipur
SUV,5.0,92000,2016,Diesel,1,Manual,980000,Not Available,796.0,Hyundai,5,19.7,RWD,jaipur
MUV,5.0,80000,2019,Diesel,1,Manual,1100000,Third Party insurance,2143.0,Mahindra,7,14.84,RWD,jaipur
Sedan,5.0,90000,2009,Cng,2,Manual,290000,Third Party insurance,1968.0,Toyota,7,14.16,AWD,jaipur
Hatchback,5.0,110000,2014,Diesel,2,Manual,350000,Not Available,1197.0,Skoda,5,20.4,FWD,jaipur
Hatchback,5.0,70000,2011,Petrol,1,Manual,290000,Comprehensive,1197.0,Nissan,5,20.1,FWD,jaipur
Hatchback,5.0,72761,2018,Diesel,1,Manual,590000,Zero Dep,998.0,Tata,5,35.6,FWD,jaipur
Hatchback,5.0,72473,2013,Petrol,1,Manual,299000,Comprehensive,1197.0,Hyundai,5,18.9,FWD,jaipur
SUV,5.0,18030,2022,Petrol,1,Manual,1252000,Third Party,1248.0,Maruti,5,22.9,FWD,jaipur
Sedan,5.0,63000,2018,Diesel,1,Manual,875000,Third Party insurance,998.0,Honda,5,20.51,FWD,jaipur
Hatchback,5.0,40404,2016,Petrol,1,Automatic,550000,Comprehensive,1582.0,Honda,4,19.08,FWD,jaipur
Sedan,5.0,96407,2018,Petrol,1,Automatic,969999,Third Party insurance,2993.0,Honda,8,11.7,4WD,jaipur
Hatchback,5.0,20000,2017,Petrol,1,Manual,590000,Third Party insurance,1968.0,Hyundai,6,17.32,FWD,jaipur
Sedan,5.0,53456,2017,Petrol,1,Manual,771000,Not Available,1197.0,Honda,5,19.1,FWD,jaipur
Hatchback,5.0,91603,2016,Petrol,2,Manual,256999,Not Available,1199.0,Maruti,5,19.33,FWD,jaipur
Hatchback,7.0,28246,2021,Petrol,1,Manual,767000,Not Available,2982.0,Toyota,5,13.0,FWD,jaipur
Sedan,5.0,171000,2013,Diesel,3,Manual,260000,Not Available,1598.0,Renault,6,14.3,FWD,jaipur
Hatchback,5.0,30224,2021,Petrol,1,Manual,581000,Not Available,998.0,Tata,5,20.51,FWD,jaipur
Sedan,5.0,70000,2017,Diesel,1,Manual,1025000,Comprehensive,1493.0,Honda,6,20.8,FWD,jaipur
Hatchback,5.0,120000,2013,Diesel,3,Manual,400000,Comprehensive,1353.0,Hyundai,7,16.5,FWD,jaipur
SUV,5.0,120000,2017,Diesel,2,Manual,750000,Not Available,2143.0,Maruti,7,14.84,RWD,jaipur
Sedan,5.0,80000,2020,Diesel,2,Manual,1000000,Comprehensive,1968.0,Skoda,6,15.2,FWD,jaipur
Sedan,5.0,49000,2019,Petrol,1,Automatic,2150000,Not Available,1199.0,Skoda,5,16.5,FWD,jaipur
Hatchback,5.0,70000,2019,Petrol,1,Manual,660000,Not Available,1120.0,Hyundai,5,24.4,FWD,jaipur
SUV,5.0,85838,2014,Diesel,1,Manual,662000,Not Available,995.0,Ford,5,18.0,FWD,jaipur
Hatchback,5.0,68000,2016,Petrol,1,Manual,395000,Third Party,796.0,Nissan,5,22.05,FWD,jaipur
Hatchback,5.0,38607,2018,Petrol,2,Automatic,513999,Third Party,1197.0,Maruti,5,22.38,FWD,jaipur
Hatchback,5.0,48934,2019,Petrol,2,Automatic,772000,Not Available,1248.0,Hyundai,5,27.39,FWD,jaipur
Hatchback,4.0,73000,2018,Petrol,1,Manual,680000,Comprehensive,998.0,Hyundai,5,31.2,FWD,jaipur
Hatchback,5.0,31933,2014,Petrol,2,Manual,254000,Third Party,1197.0,Maruti,5,22.38,FWD,jaipur
Hatchback,5.0,54959,2013,Petrol,1,Manual,311000,Not Available,1495.0,Maruti,5,13.2,FWD,jaipur
Sedan,5.0,49000,2014,Diesel,1,Automatic,2150000,Comprehensive,1197.0,Jaguar,5,20.36,FWD,jaipur
Sedan,5.0,59261,2017,Petrol,1,Automatic,1015000,Third Party insurance,1498.0,Honda,5,21.13,FWD,jaipur
Sedan,5.0,42000,2019,Diesel,1,Automatic,2850000,Not Available,1197.0,Audi,5,17.5,RWD,jaipur
Hatchback,7.0,73889,2014,Petrol,1,Manual,461000,Not Available,1248.0,Maruti,5,20.77,FWD,jaipur
Hatchback,5.0,44363,2019,Petrol,2,Manual,372000,Not Available,1493.0,Renault,6,17.8,RWD,jaipur
Sedan,5.0,54000,2011,Diesel,1,Automatic,1450000,Comprehensive,1498.0,Mercedes-Benz,5,23.0,FWD,jaipur
Sedan,5.0,50151,2017,Petrol,1,Manual,802999,Not Available,1461.0,Hyundai,5,20.45,FWD,jaipur
Hatchback,5.0,120000,2010,Lpg,1,Manual,220000,Comprehensive,1197.0,Hyundai,5,18.6,FWD,jaipur
Sedan,5.0,92000,2012,Diesel,1,Automatic,1150000,Comprehensive,1395.0,Volvo,7,19.2,FWD,jaipur
Sedan,7.0,51000,2017,Diesel,1,Automatic,2995000,Not Available,2179.0,Jaguar,6,15.1,FWD,jaipur
SUV,5.0,70000,2018,Petrol,1,Automatic,6950000,Not Available,1197.0,Mercedes-Benz,5,22.38,FWD,jaipur
SUV,5.0,72253,2019,Petrol,1,Manual,900000,Not Available,999.0,Hyundai,5,18.9,FWD,jaipur
SUV,7.0,51757,2015,Diesel,1,Manual,1400000,Comprehensive,2179.0,Mahindra,5,14.1,RWD,jaipur
Hatchback,5.0,46000,2012,Petrol,1,Manual,295000,Comprehensive,2993.0,Chevrolet,8,14.47,AWD,jaipur
SUV,5.0,24648,2022,Diesel,1,Manual,1964999,Zero Dep,1591.0,Tata,6,17.0,FWD,jaipur
Hatchback,5.0,61201,2013,Petrol,1,Manual,306000,Third Party insurance,999.0,Maruti,6,19.47,FWD,jaipur
SUV,5.0,23000,2021,Diesel,1,Manual,2014999,Not Available,814.0,Tata,5,21.1,FWD,jaipur
Hatchback,5.0,46563,2016,Petrol,2,Manual,366000,Comprehensive,1197.0,Maruti,5,22.38,FWD,jaipur
Hatchback,5.0,41085,2016,Petrol,1,Manual,645000,Third Party insurance,799.0,Hyundai,5,22.25,FWD,jaipur
Hatchback,5.0,90000,2010,Diesel,1,Manual,299000,Not Available,1198.0,Ford,5,19.49,FWD,jaipur
Hatchback,5.0,50260,2013,Petrol,1,Manual,423000,Not Available,1598.0,Hyundai,5,20.54,FWD,jaipur
Hatchback,5.0,55000,2010,Petrol,1,Manual,295000,Not Available,1197.0,Ford,5,20.36,FWD,jaipur
Hatchback,5.0,107913,2014,Petrol,2,Manual,328000,Not Available,1493.0,Maruti,6,25.0,FWD,jaipur
Hatchback,5.0,52858,2017,Petrol,1,Manual,565000,Not Available,1248.0,Maruti,5,22.9,FWD,jaipur
Sedan,5.0,50000,2014,Diesel,1,Automatic,2250000,Not Available,1197.0,BMW,5,18.6,FWD,jaipur
Hatchback,5.0,41832,2016,Petrol,2,Manual,299000,Not Available,1248.0,Renault,5,22.9,FWD,jaipur
Hatchback,5.0,61000,2014,Petrol,1,Manual,299000,Comprehensive,1497.0,Datsun,5,18.9,FWD,jaipur
Sedan,5.0,136700,2012,Diesel,1,Automatic,490000,Third Party,1198.0,Skoda,5,16.5,FWD,jaipur
Hatchback,5.0,44000,2011,Petrol,1,Manual,340000,Zero Dep,0.0,Maruti,5,18.9,FWD,jaipur
Sedan,5.0,40000,2003,Petrol,3,Automatic,150000,Not Available,0.0,Hyundai,5,18.9,FWD,jaipur
MUV,8.0,45430,2021,Petrol,1,Automatic,650000,Not Available,796.0,Renault,4,16.8,RWD,jaipur
SUV,5.0,10000,2022,Petrol,1,Automatic,1650000,Not Available,796.0,Volkswagen,5,22.74,FWD,jaipur
SUV,5.0,50000,2021,Petrol,1,Manual,750000,Not Available,1196.0,Nissan,5,20.88,FWD,jaipur
SUV,5.0,89178,2015,Diesel,1,Manual,700000,Not Available,1197.0,Mahindra,5,18.5,FWD,jaipur
Hatchback,5.0,52507,2014,Petrol,1,Manual,466000,Third Party,1199.0,Maruti,5,19.33,FWD,jaipur
Sedan,5.0,47495,2019,Petrol,1,Manual,587000,Third Party insurance,1248.0,Volkswagen,5,28.4,FWD,jaipur
Hatchback,5.0,50000,2017,Petrol,2,Manual,220000,Comprehensive,0.0,Datsun,5,18.9,FWD,jaipur
Hatchback,5.0,89899,2019,Petrol,1,Automatic,677000,Third Party insurance,1199.0,Maruti,5,19.5,FWD,jaipur
Hatchback,5.0,39992,2017,Petrol,2,Manual,334000,Third Party insurance,1197.0,Renault,5,18.6,FWD,jaipur
Hatchback,5.0,80000,2009,Lpg,2,Manual,150000,Third Party,0.0,Maruti,5,18.9,FWD,jaipur
Hatchback,5.0,89791,2013,Petrol,1,Manual,315000,Not Available,814.0,Maruti,5,21.1,FWD,jaipur
Hatchback,5.0,83000,2006,Petrol,1,Manual,114999,Not Available,1462.0,Maruti,5,17.03,FWD,jaipur
Hatchback,5.0,114071,2015,Petrol,2,Manual,389000,Comprehensive,1396.0,Hyundai,6,22.54,FWD,jaipur
Hatchback,5.0,66445,2015,Petrol,2,Manual,347000,Comprehensive,1462.0,Maruti,5,17.03,FWD,jaipur
SUV,5.0,30000,2021,Petrol,1,Automatic,1450000,Not Available,1197.0,Volkswagen,5,18.9,FWD,jaipur
SUV,5.0,96615,2018,Diesel,1,Manual,800000,Not Available,1197.0,Honda,5,21.01,FWD,jaipur
SUV,5.0,60000,2020,Diesel,1,Manual,1550000,Not Available,1197.0,Kia,5,22.41,FWD,jaipur
Sedan,5.0,120000,2016,Diesel,2,Manual,350000,Not Available,1498.0,Maruti,5,22.7,FWD,jaipur
Sedan,5.0,90000,2016,Diesel,2,Manual,320000,Not Available,1799.0,Hyundai,5,13.5,FWD,jaipur
SUV,5.0,24001,2021,Diesel,1,Manual,3000000,Comprehensive,1582.0,Jeep,6,23.9,FWD,jaipur
Hatchback,5.0,76000,2011,Petrol,1,Manual,345000,Not Available,1199.0,Maruti,5,19.33,FWD,jaipur
Hatchback,5.0,30000,2022,Petrol,1,Manual,750000,Not Available,1373.0,Hyundai,5,20.73,FWD,jaipur
SUV,5.0,37821,2021,Diesel,1,Manual,3000000,Not Available,1598.0,Jeep,5,13.0,FWD,jaipur
SUV,7.0,42000,2019,Petrol,1,Automatic,1698999,Not Available,2523.0,MG,5,13.6,RWD,jaipur
Hatchback,5.0,64685,2016,Petrol,2,Manual,488999,Third Party insurance,998.0,Maruti,5,25.24,FWD,jaipur
Hatchback,5.0,71003,2015,Petrol,2,Manual,331000,Comprehensive,1499.0,Maruti,5,15.85,FWD,jaipur
MUV,5.0,10000,2021,Petrol,1,Manual,1200000,Comprehensive,1197.0,Maruti,5,22.41,FWD,jaipur
Hatchback,5.0,122617,2013,Diesel,1,Manual,401000,Comprehensive,1197.0,Hyundai,5,22.38,FWD,jaipur
Hatchback,7.0,93593,2015,Petrol,1,Manual,347000,Comprehensive,2179.0,Hyundai,6,15.1,FWD,jaipur
Hatchback,5.0,76000,2012,Petrol,2,Manual,409999,Not Available,1298.0,Hyundai,5,15.9,FWD,jaipur
Hatchback,5.0,51216,2020,Petrol,1,Manual,764000,Not Available,999.0,Hyundai,5,22.0,FWD,jaipur
SUV,5.0,36714,2021,Petrol,1,Manual,1400000,Not Available,1399.0,Hyundai,5,20.0,FWD,jaipur
Hatchback,5.0,61626,2021,Diesel,1,Manual,831000,Not Available,1896.0,Tata,6,15.5,FWD,jaipur
Hatchback,5.0,47741,2016,Petrol,2,Manual,535000,Not Available,1120.0,Maruti,5,24.0,FWD,jaipur
Hatchback,5.0,63000,2014,Petrol,1,Manual,465000,Not Available,1598.0,Hyundai,5,20.54,FWD,jaipur
Hatchback,5.0,60894,2020,Petrol,1,Manual,415000,Not Available,1461.0,Renault,6,19.01,FWD,jaipur
Sedan,5.0,70000,2008,Petrol,2,Manual,229999,Comprehensive,1248.0,Honda,5,26.8,FWD,jaipur
Hatchback,5.0,51000,2012,Petrol,1,Manual,320000,Comprehensive,1396.0,Hyundai,6,21.19,FWD,jaipur
Hatchback,5.0,110000,2016,Petrol,1,Manual,400000,Not Available,796.0,Tata,5,22.05,FWD,jaipur
SUV,5.0,10000,2022,Petrol,1,Manual,1200000,Not Available,1198.0,Hyundai,5,18.0,FWD,jaipur
SUV,5.0,95000,2011,Diesel,1,Automatic,1100000,Not Available,998.0,BMW,5,20.51,FWD,jaipur
Sedan,5.0,66000,2018,Diesel,1,Manual,850000,Not Available,1197.0,Maruti,5,21.4,FWD,jaipur
SUV,5.0,80642,2011,Diesel,1,Manual,390000,Not Available,1493.0,Mahindra,6,17.8,RWD,jaipur
SUV,5.0,70000,2018,Diesel,1,Automatic,1225000,Not Available,1248.0,Hyundai,5,25.2,FWD,jaipur
Hatchback,5.0,15700,2020,Petrol,1,Manual,749000,Third Party,814.0,Maruti,5,21.1,FWD,jaipur
SUV,5.0,81764,2018,Petrol,1,Manual,1001000,Not Available,1199.0,Hyundai,6,17.33,FWD,jaipur
Sedan,5.0,95933,2018,Petrol,1,Manual,781000,Zero Dep,1462.0,Hyundai,5,18.55,FWD,jaipur
SUV,5.0,23000,2019,Petrol,1,Manual,1650000,Third Party insurance,1197.0,Jeep,5,18.9,FWD,jaipur
Hatchback,5.0,85589,2015,Petrol,2,Manual,426000,Not Available,1197.0,Honda,5,20.36,FWD,jaipur
Hatchback,5.0,72793,2017,Petrol,2,Manual,616000,Not Available,1199.0,Hyundai,5,22.07,FWD,jaipur
Sedan,5.0,92000,2013,Diesel,1,Automatic,490000,Not Available,1493.0,Hyundai,6,25.0,FWD,jaipur
Hatchback,5.0,95255,2014,Petrol,2,Manual,428000,Not Available,999.0,Maruti,5,21.46,FWD,jaipur
MUV,5.0,59000,2019,Diesel,1,Manual,2275000,Not Available,1591.0,Toyota,6,15.29,FWD,jaipur
Hatchback,5.0,89242,2018,Petrol,1,Automatic,670000,Not Available,799.0,Maruti,5,25.17,FWD,jaipur
Hatchback,5.0,40503,2012,Petrol,1,Manual,337000,Not Available,814.0,Honda,5,21.1,FWD,jaipur
Sedan,7.0,20000,2022,Diesel,1,Manual,1350000,Comprehensive,1462.0,Hyundai,5,19.34,RWD,jaipur
Sedan,5.0,96863,2018,Petrol,1,Manual,611000,Not Available,796.0,Honda,5,24.7,FWD,jaipur
SUV,4.0,30300,2021,Petrol,1,Manual,975000,Not Available,1997.0,Honda,6,15.2,4WD,jaipur
Sedan,5.0,40000,2017,Petrol,2,Manual,825000,Not Available,1497.0,Honda,5,17.7,FWD,jaipur
Sedan,5.0,120000,2014,Diesel,1,Manual,400000,Not Available,998.0,Honda,5,23.95,FWD,jaipur
SUV,7.0,27892,2013,Diesel,1,Manual,900000,Not Available,2179.0,Mahindra,6,15.1,FWD,jaipur
Hatchback,5.0,90000,2020,Petrol,1,Manual,650000,Comprehensive,1591.0,Maruti,6,15.8,FWD,jaipur
Hatchback,5.0,100000,2009,Lpg,1,Manual,225000,Third Party insurance,1248.0,Maruti,5,24.3,FWD,jaipur
Hatchback,5.0,73000,2014,Petrol,2,Manual,400000,Third Party,1197.0,Hyundai,5,20.5,FWD,jaipur
Sedan,5.0,30000,2022,Petrol,1,Automatic,2250000,Comprehensive,1197.0,Honda,5,21.4,FWD,jaipur
Sedan,5.0,32152,2018,Petrol,1,Automatic,707000,Comprehensive,1493.0,Maruti,6,18.0,FWD,jaipur
Hatchback,5.0,58241,2015,Diesel,1,Manual,576000,Comprehensive,1248.0,Maruti,5,28.4,FWD,jaipur
MUV,5.0,120000,2014,Diesel,2,Manual,560000,Comprehensive,1199.0,Maruti,5,19.01,FWD,jaipur
Sedan,5.0,94141,2013,Petrol,2,Manual,455999,Comprehensive,998.0,Honda,5,21.79,FWD,jaipur
Sedan,5.0,59411,2017,Petrol,1,Automatic,685000,Zero Dep,1248.0,Maruti,5,28.4,FWD,jaipur
Sedan,5.0,17105,2016,Petrol,1,Manual,1205000,Not Available,999.0,Volkswagen,5,22.0,FWD,jaipur
Sedan,5.0,37100,2018,Diesel,2,Manual,975000,Not Available,1199.0,Maruti,5,16.2,FWD,jaipur
Hatchback,5.0,103211,2012,Petrol,2,Manual,289000,Not Available,1199.0,Hyundai,6,16.35,FWD,jaipur
Hatchback,5.0,113543,2012,Petrol,2,Manual,290000,Not Available,1248.0,Maruti,5,19.3,RWD,jaipur
SUV,5.0,120000,2010,Diesel,2,Manual,425000,Not Available,1248.0,Mahindra,5,28.09,FWD,jaipur
Sedan,5.0,99334,2012,Diesel,1,Manual,407000,Not Available,1061.0,Maruti,5,18.9,FWD,jaipur
Sedan,5.0,156126,2014,Diesel,1,Manual,300000,Not Available,998.0,Ford,7,18.15,FWD,jaipur
SUV,5.0,68000,2017,Diesel,2,Automatic,1195000,Third Party,1199.0,Hyundai,5,17.5,FWD,jaipur
Sedan,5.0,100000,2014,Petrol,2,Manual,390000,Not Available,1197.0,Honda,5,20.7,FWD,jaipur
Hatchback,7.0,54000,2008,Petrol,1,Manual,225000,Not Available,1493.0,Hyundai,5,18.49,RWD,jaipur
Sedan,5.0,110000,2019,Diesel,2,Manual,650000,Not Available,1197.0,Maruti,5,21.4,FWD,jaipur
Sedan,5.0,110000,2010,Petrol,2,Manual,250000,Not Available,1248.0,Fiat,5,21.1,FWD,jaipur
Sedan,7.0,76000,2011,Petrol,1,Manual,475000,Not Available,2179.0,Hyundai,6,15.1,FWD,jaipur
Sedan,5.0,60000,2020,Diesel,2,Manual,700000,Third Party insurance,1199.0,Nissan,5,19.5,FWD,jaipur
Hatchback,5.0,71974,2017,Petrol,1,Manual,559000,Third Party insurance,1197.0,Maruti,5,20.36,FWD,jaipur
SUV,5.0,105562,2016,Diesel,1,Manual,789000,Not Available,1373.0,Maruti,5,20.73,FWD,jaipur
SUV,5.0,110000,2015,Diesel,2,Manual,950000,Comprehensive,2354.0,Mahindra,5,12.0,4WD,jaipur
SUV,5.0,1330,2023,Petrol,1,Manual,1297000,Comprehensive,1498.0,Maruti,5,25.8,FWD,jaipur
Sedan,5.0,30973,2021,Petrol,2,Manual,750000,Not Available,796.0,Honda,5,22.05,FWD,jaipur
Hatchback,5.0,100000,2011,Petrol,2,Automatic,330000,Not Available,814.0,Hyundai,5,21.1,FWD,jaipur
Hatchback,5.0,9351,2018,Petrol,1,Manual,691000,Comprehensive,1582.0,Hyundai,6,17.6,FWD,jaipur
SUV,6.0,46000,2017,Petrol,1,Manual,775000,Not Available,1198.0,Nissan,5,18.15,FWD,jaipur
Hatchback,5.0,56133,2013,Petrol,2,Manual,214000,Not Available,1956.0,Maruti,6,17.0,FWD,jaipur
Hatchback,5.0,92370,2013,Petrol,1,Manual,231999,Not Available,1248.0,Maruti,5,17.8,FWD,jaipur
Sedan,7.0,68000,2012,Petrol,1,Manual,425000,Not Available,1497.0,Toyota,5,17.3,FWD,jaipur
Hatchback,5.0,38313,2014,Petrol,1,Manual,281000,Not Available,1086.0,Maruti,5,19.81,FWD,jaipur
Sedan,5.0,110000,2019,Diesel,1,Manual,600000,Not Available,1086.0,Tata,5,18.9,FWD,jaipur
Sedan,5.0,10000,2021,Petrol,1,Manual,950000,Comprehensive,1248.0,Maruti,5,19.0,FWD,jaipur
Sedan,5.0,80000,2015,Petrol,2,Manual,600000,Not Available,1198.0,Hyundai,5,18.5,FWD,jaipur
SUV,5.0,120000,2014,Diesel,3,Manual,500000,Third Party,1343.0,Nissan,5,13.0,FWD,jaipur
Sedan,5.0,90000,2015,Diesel,2,Manual,555000,Third Party insurance,1999.0,Volkswagen,8,19.33,RWD,jaipur
Sedan,5.0,87000,2012,Diesel,2,Manual,449000,Not Available,1396.0,Volkswagen,5,21.9,FWD,jaipur
Hatchback,7.0,70000,2018,Petrol,2,Manual,640000,Not Available,1493.0,Maruti,5,16.5,RWD,jaipur
Hatchback,5.0,53179,2014,Petrol,2,Manual,263000,Comprehensive,1197.0,Maruti,5,20.36,FWD,jaipur
SUV,5.0,48902,2020,Petrol,1,Manual,939000,Not Available,999.0,Tata,5,20.5,FWD,jaipur
Sedan,5.0,90000,2012,Diesel,3,Automatic,455000,Not Available,1373.0,Hyundai,5,20.73,FWD,jaipur
Hatchback,5.0,45025,2019,Petrol,1,Automatic,777000,Not Available,1493.0,Hyundai,6,18.5,FWD,jaipur
Hatchback,5.0,22356,2017,Petrol,1,Automatic,701000,Comprehensive,999.0,Maruti,6,19.2,FWD,jaipur
Sedan,5.0,96000,2014,Diesel,1,Automatic,625000,Not Available,1248.0,Hyundai,5,26.59,FWD,jaipur
Hatchback,5.0,35564,2019,Petrol,2,Manual,478000,Not Available,814.0,Maruti,5,21.1,FWD,jaipur
Hatchback,5.0,72632,2016,Diesel,1,Manual,465000,Not Available,1248.0,Fiat,5,25.2,FWD,jaipur
Sedan,5.0,57349,2015,Petrol,1,Manual,472000,Not Available,1248.0,Toyota,5,28.09,FWD,jaipur
Sedan,5.0,31915,2018,Diesel,1,Manual,604000,Not Available,796.0,Honda,5,19.7,FWD,jaipur
Sedan,7.0,80000,2012,Diesel,1,Automatic,1050000,Not Available,1462.0,Volvo,5,20.51,RWD,jaipur
Hatchback,5.0,44094,2010,Petrol,1,Manual,273000,Not Available,1086.0,Maruti,5,18.9,FWD,jaipur
MUV,5.0,236000,2008,Diesel,1,Manual,499000,Third Party,1197.0,Toyota,5,18.4,FWD,jaipur
Sedan,5.0,75000,2008,Diesel,1,Manual,299000,Not Available,796.0,Hyundai,5,19.7,RWD,jaipur
Sedan,5.0,92000,2009,Diesel,1,Automatic,425000,Not Available,796.0,Skoda,5,19.7,FWD,jaipur
Hatchback,5.0,148914,2004,Diesel,2,Manual,194000,Not Available,1196.0,Tata,5,18.16,FWD,jaipur
Hatchback,5.0,48000,2020,Petrol,1,Automatic,499000,Not Available,999.0,Maruti,5,18.75,FWD,jaipur
