bodytype,seats,kms,modelYear,fueltype,ownerNo,transmission,price,Insurance,engine_cc,oem,Gearbox,Mileage,DriveType,city
Hatchback,5.0,107595,2015,Diesel,1,Manual,560000,Third Party insurance,1248.0,Maruti,5,25.2,FWD,chennai
Hatchback,5.0,23838,2017,Petrol,1,Manual,532000,Comprehensive,1197.0,Maruti,5,20.89,FWD,chennai
Hatchback,5.0,28975,2015,Petrol,1,Manual,323000,Third Party,998.0,Maruti,5,24.39,FWD,chennai
SUV,5.0,30742,2018,Petrol,1,Manual,770000,Third Party insurance,1199.0,Honda,5,17.5,FWD,chennai
Hatchback,5.0,10363,2022,Petrol,1,Manual,492000,Comprehensive,998.0,Maruti,5,21.7,FWD,chennai
Sedan,5.0,100000,2015,Petrol,1,Manual,650000,Third Party insurance,1497.0,Honda,5,17.4,FWD,chennai
Sedan,5.0,75555,2016,Petrol,1,Manual,633000,Comprehensive,1497.0,Honda,5,17.8,FWD,chennai
SUV,5.0,60929,2018,Petrol,2,Manual,982000,Third Party insurance,1591.0,Hyundai,6,15.8,FWD,chennai
SUV,5.0,78000,2009,Diesel,2,Automatic,1350000,Comprehensive,2993.0,BMW,8,11.7,4WD,chennai
SUV,5.0,120000,2017,Diesel,1,Manual,900000,Third Party insurance,1248.0,Maruti,5,24.3,FWD,chennai
Sedan,5.0,143185,2014,Diesel,1,Manual,370000,Comprehensive,1498.0,Honda,5,25.8,FWD,chennai
Sedan,5.0,115434,2017,Petrol,1,Manual,620000,Comprehensive,1373.0,Maruti,5,20.73,FWD,chennai
Hatchback,5.0,43000,2018,Petrol,1,Manual,480000,Third Party insurance,1197.0,Maruti,5,20.89,FWD,chennai
Hatchback,5.0,63309,2015,Petrol,1,Manual,430000,Third Party insurance,1198.0,Honda,5,18.5,FWD,chennai
Hatchback,5.0,150000,2015,Diesel,1,Manual,500000,Third Party insurance,1248.0,Maruti,5,25.2,FWD,chennai
Sedan,5.0,53000,2019,Diesel,1,Automatic,7600000,Comprehensive,2993.0,BMW,8,16.46,RWD,chennai
Hatchback,5.0,39386,2019,Petrol,1,Manual,790000,Third Party insurance,1197.0,Maruti,5,21.01,FWD,chennai
Sedan,4.0,42000,2018,Diesel,1,Automatic,5200000,Comprehensive,2993.0,BMW,8,17.09,FWD,chennai
MUV,7.0,29257,2021,Petrol,1,Automatic,776000,Comprehensive,999.0,Renault,5,18.2,FWD,chennai
Hatchback,5.0,61829,2017,Petrol,1,Automatic,702000,Comprehensive,1197.0,Maruti,5,21.4,FWD,chennai
Hatchback,5.0,83901,2014,Petrol,1,Manual,290000,Comprehensive,998.0,Maruti,5,23.95,FWD,chennai
Hatchback,5.0,33295,2014,Petrol,1,Manual,383000,Third Party insurance,998.0,Maruti,5,25.24,FWD,chennai
Hatchback,5.0,33610,2015,Petrol,1,Manual,411000,Comprehensive,998.0,Maruti,5,25.24,FWD,chennai
Sedan,5.0,95600,2014,Diesel,1,Manual,615000,Comprehensive,1248.0,Maruti,5,26.21,FWD,chennai
Hatchback,5.0,20960,2018,Petrol,1,Manual,515000,Comprehensive,1199.0,Tata,5,23.84,FWD,chennai
Sedan,5.0,66000,2016,Diesel,1,Automatic,2575000,Comprehensive,1995.0,BMW,8,20.37,RWD,chennai
Hatchback,5.0,85105,2015,Petrol,2,Manual,507000,Third Party insurance,1197.0,Hyundai,5,18.6,FWD,chennai
Hatchback,5.0,44519,2016,Petrol,2,Manual,322000,Third Party,814.0,Hyundai,5,21.1,FWD,chennai
Hatchback,5.0,54024,2017,Petrol,1,Manual,575000,Comprehensive,1197.0,Maruti,5,21.4,FWD,chennai
Hatchback,5.0,20027,2020,Petrol,1,Manual,850000,Comprehensive,1197.0,Maruti,5,21.01,FWD,chennai
Sedan,5.0,44000,2019,Diesel,1,Automatic,3700000,Comprehensive,1968.0,Audi,7,18.53,FWD,chennai
SUV,5.0,58000,2014,Diesel,1,Automatic,1800000,Comprehensive,1968.0,Audi,7,15.73,AWD,chennai
Sedan,5.0,67905,2013,Diesel,1,Manual,425000,Comprehensive,1498.0,Honda,5,25.8,FWD,chennai
Hatchback,5.0,62604,2017,Petrol,1,Manual,650000,Third Party insurance,1197.0,Maruti,5,21.01,FWD,chennai
MUV,7.0,120000,2009,Diesel,1,Manual,750000,Third Party insurance,2494.0,Toyota,5,12.8,FWD,chennai
Sedan,5.0,105781,2014,Diesel,1,Manual,450000,Comprehensive,1498.0,Honda,5,25.8,FWD,chennai
Sedan,5.0,68724,2017,Petrol,1,Manual,720000,Third Party insurance,1373.0,Maruti,5,20.73,FWD,chennai
Hatchback,5.0,67000,2014,Petrol,1,Automatic,425000,Comprehensive,998.0,Maruti,5,23.1,FWD,chennai
Hatchback,5.0,110273,2010,Petrol,2,Manual,235000,Comprehensive,1197.0,Hyundai,5,20.36,FWD,chennai
Hatchback,5.0,65628,2016,Petrol,2,Automatic,437000,Comprehensive,998.0,Maruti,5,23.1,FWD,chennai
Hatchback,5.0,106075,2014,Petrol,1,Manual,409999,Third Party insurance,1198.0,Volkswagen,5,16.47,FWD,chennai
Hatchback,5.0,6023,2022,Petrol,1,Manual,731000,Comprehensive,1197.0,Maruti,5,20.89,FWD,chennai
Hatchback,5.0,38999,2018,Petrol,2,Manual,501999,Comprehensive,1199.0,Tata,5,23.84,FWD,chennai
MUV,7.0,105000,2018,Diesel,1,Manual,2050000,Comprehensive,2393.0,Toyota,5,13.68,RWD,chennai
SUV,7.0,7811,2022,Diesel,1,Automatic,1963000,Comprehensive,1956.0,Tata,6,14.08,FWD,chennai
Hatchback,5.0,58747,2011,Petrol,2,Manual,222000,Comprehensive,998.0,Maruti,5,20.92,FWD,chennai
SUV,5.0,34965,2019,Diesel,1,Manual,1497000,Comprehensive,1956.0,Tata,6,17.0,FWD,chennai
SUV,5.0,106360,2015,Diesel,2,Manual,529000,Comprehensive,1498.0,Ford,5,22.7,FWD,chennai
Hatchback,5.0,162049,2010,Petrol,2,Manual,210000,Comprehensive,1197.0,Maruti,5,18.5,FWD,chennai
SUV,5.0,30000,2020,Diesel,1,Automatic,7450000,Comprehensive,1950.0,Mercedes-Benz,9,18.9,AWD,chennai
SUV,5.0,26000,2021,Petrol,1,Manual,975000,Comprehensive,1462.0,Toyota,5,17.03,FWD,chennai
SUV,5.0,25000,2020,Petrol,1,Automatic,1450000,Comprehensive,1497.0,Kia,5,18.9,FWD,chennai
SUV,5.0,35000,2021,Diesel,1,Automatic,6200000,Comprehensive,1950.0,Mercedes-Benz,9,18.9,AWD,chennai
Hatchback,5.0,57000,2020,Petrol,1,Manual,595000,Comprehensive,1197.0,Maruti,5,21.21,FWD,chennai
SUV,5.0,49000,2017,Petrol,1,Manual,767000,Third Party insurance,1591.0,Hyundai,6,15.29,FWD,chennai
Hatchback,5.0,30000,2022,Petrol,1,Manual,825000,Comprehensive,1197.0,Hyundai,5,21.0,FWD,chennai
Hatchback,5.0,120000,2002,Petrol,3,Manual,45000,Third Party insurance,1086.0,Hyundai,5,18.9,FWD,chennai
Hatchback,5.0,40000,2014,Petrol,3,Automatic,335000,Third Party insurance,1197.0,Hyundai,4,16.95,FWD,chennai
Hatchback,5.0,53250,2015,Petrol,1,Automatic,558000,Comprehensive,1199.0,Honda,5,19.0,FWD,chennai
Hatchback,5.0,8848,2022,Petrol,1,Manual,649000,Third Party,1199.0,Tata,5,19.01,FWD,chennai
SUV,5.0,3000,2022,Diesel,1,Automatic,2250000,Comprehensive,1956.0,Tata,6,14.6,FWD,chennai
Sedan,5.0,34628,2021,Petrol,1,Manual,1110000,Third Party,999.0,Skoda,6,18.97,FWD,chennai
Hatchback,5.0,8579,2022,Petrol,1,Manual,672000,Third Party,1197.0,Maruti,5,20.89,FWD,chennai
MUV,7.0,17000,2022,Petrol,1,Manual,675000,Comprehensive,999.0,Renault,5,20.0,FWD,chennai
Sedan,5.0,40021,2017,Petrol,1,Manual,795000,Third Party insurance,1497.0,Honda,5,17.8,FWD,chennai
SUV,7.0,52000,2021,Diesel,1,Automatic,11299999,Comprehensive,2925.0,Mercedes-Benz,9,18.9,AWD,chennai
Hatchback,5.0,46946,2017,Petrol,2,Manual,587000,Comprehensive,1197.0,Hyundai,5,18.6,FWD,chennai
Hatchback,5.0,30772,2019,Petrol,1,Automatic,807000,Comprehensive,1199.0,Honda,5,18.2,FWD,chennai
Hatchback,5.0,74008,2012,Diesel,1,Manual,260000,Comprehensive,1399.0,Ford,5,20.0,FWD,chennai
Sedan,5.0,31000,2017,Diesel,1,Manual,760000,Comprehensive,1248.0,Maruti,5,28.4,FWD,chennai
SUV,7.0,20000,2022,Diesel,1,Manual,1070000,Third Party insurance,1493.0,Mahindra,5,16.0,RWD,chennai
Hatchback,5.0,20000,2020,Petrol,2,Manual,650000,Third Party insurance,1197.0,Maruti,5,21.01,FWD,chennai
Hatchback,5.0,31137,2020,Petrol,1,Automatic,520000,Third Party insurance,998.0,Maruti,5,21.7,FWD,chennai
Sedan,5.0,90000,2011,Diesel,1,Manual,350000,Third Party insurance,1248.0,Maruti,5,19.3,RWD,chennai
SUV,5.0,77000,2015,Petrol,1,Manual,875000,Comprehensive,1591.0,Hyundai,6,15.8,FWD,chennai
Sedan,5.0,16000,2019,Diesel,1,Automatic,4350000,Comprehensive,1995.0,BMW,8,21.76,RWD,chennai
SUV,7.0,23000,2018,Diesel,1,Automatic,1450000,Comprehensive,2179.0,Mahindra,6,16.0,FWD,chennai
SUV,4.0,9000,2022,Petrol,1,Manual,1725000,Comprehensive,1997.0,Mahindra,6,15.2,4WD,chennai
Hatchback,5.0,28733,2018,Petrol,1,Manual,302000,Third Party insurance,799.0,Datsun,5,22.7,RWD,chennai
Sedan,5.0,61828,2018,Diesel,1,Automatic,1060000,Zero Dep,1582.0,Hyundai,6,22.0,FWD,chennai
MUV,8.0,150000,2007,Diesel,2,Manual,600000,Third Party insurance,2494.0,Toyota,5,12.8,FWD,chennai
Sedan,5.0,60431,2022,Petrol,1,Manual,722000,Comprehensive,1199.0,Tata,5,19.28,FWD,chennai
Hatchback,5.0,53269,2018,Petrol,1,Manual,463000,Comprehensive,998.0,Maruti,5,21.63,FWD,chennai
SUV,5.0,38000,2021,Petrol,1,Automatic,1770000,Comprehensive,1451.0,MG,6,18.9,FWD,chennai
Sedan,5.0,37778,2019,Petrol,2,Manual,627000,Third Party insurance,1199.0,Honda,5,19.5,FWD,chennai
Hatchback,5.0,54024,2017,Petrol,1,Manual,575000,Third Party insurance,1197.0,Maruti,5,21.4,FWD,chennai
SUV,5.0,85941,2018,Petrol,2,Manual,658000,Third Party insurance,1198.0,Tata,6,17.0,FWD,chennai
Hatchback,5.0,89329,2018,Petrol,1,Automatic,476999,Comprehensive,998.0,Maruti,5,21.63,FWD,chennai
Hatchback,5.0,40000,2019,Petrol,2,Manual,500000,Third Party insurance,1199.0,Tata,5,23.84,FWD,chennai
Hatchback,5.0,17000,2017,Petrol,1,Manual,650000,Comprehensive,1197.0,Maruti,5,21.21,FWD,chennai
Hatchback,5.0,83887,2017,Petrol,1,Manual,455000,Comprehensive,1197.0,Maruti,5,20.89,FWD,chennai
Hatchback,5.0,150000,2015,Diesel,1,Manual,475000,Third Party insurance,1396.0,Hyundai,6,21.19,FWD,chennai
MUV,7.0,39000,2021,Diesel,1,Automatic,2800000,Comprehensive,2393.0,Toyota,6,12.0,RWD,chennai
Sedan,5.0,23000,2018,Petrol,1,Automatic,975000,Comprehensive,1591.0,Hyundai,6,17.0,FWD,chennai
Sedan,5.0,80000,2017,Petrol,1,Manual,750000,Third Party insurance,1591.0,Hyundai,6,17.0,FWD,chennai
Hatchback,5.0,34000,2016,Petrol,1,Automatic,484999,Comprehensive,998.0,Maruti,5,23.1,FWD,chennai
Hatchback,5.0,29973,2017,Petrol,1,Manual,459999,Comprehensive,998.0,Maruti,5,23.1,FWD,chennai
Sedan,5.0,30000,2021,Petrol,1,Manual,1265000,Third Party insurance,1498.0,Honda,6,18.6,FWD,chennai
Hatchback,5.0,80805,2016,Diesel,2,Manual,567000,Comprehensive,1396.0,Hyundai,6,21.19,FWD,chennai
Hatchback,5.0,26235,2020,Petrol,1,Manual,619000,Comprehensive,1199.0,Tata,5,23.84,FWD,chennai
Sedan,5.0,95963,2017,Petrol,0,Manual,630000,Third Party insurance,1497.0,Honda,5,17.8,FWD,chennai
SUV,5.0,83294,2018,Petrol,1,Manual,835000,Comprehensive,1591.0,Hyundai,6,15.8,FWD,chennai
SUV,5.0,17963,2021,Diesel,2,Manual,1703000,Third Party,1956.0,MG,6,17.41,FWD,chennai
Hatchback,5.0,102696,2019,Petrol,1,Manual,635000,Comprehensive,1197.0,Maruti,5,21.4,FWD,chennai
Hatchback,5.0,57206,2019,Diesel,2,Manual,635000,Comprehensive,1396.0,Hyundai,6,22.54,FWD,chennai
Hatchback,5.0,120000,2013,Diesel,2,Manual,300000,Third Party insurance,1399.0,Ford,5,20.0,FWD,chennai
Hatchback,5.0,81829,2017,Petrol,1,Manual,657000,Comprehensive,1197.0,Hyundai,5,18.6,FWD,chennai
Hatchback,5.0,54395,2014,Petrol,2,Manual,390000,Third Party,998.0,Maruti,5,25.24,FWD,chennai
Sedan,5.0,50000,2019,Diesel,1,Manual,620000,Third Party insurance,1047.0,Tata,5,24.7,FWD,chennai
Sedan,5.0,70000,2017,Petrol,2,Manual,465000,Third Party insurance,1198.0,Volkswagen,5,17.0,FWD,chennai
Hatchback,5.0,36000,2015,Petrol,1,Manual,590000,Comprehensive,1197.0,Hyundai,5,18.6,FWD,chennai
SUV,7.0,125000,2016,Diesel,2,Manual,950000,Comprehensive,2999.0,Isuzu,5,12.08,RWD,chennai
Sedan,5.0,75000,2018,Diesel,2,Automatic,2150000,Comprehensive,2143.0,Mercedes-Benz,7,17.9,FWD,chennai
Sedan,5.0,45007,2018,Diesel,1,Automatic,4600000,Comprehensive,1950.0,Mercedes-Benz,9,16.1,RWD,chennai
Sedan,5.0,49617,2016,Petrol,1,Manual,490000,Comprehensive,1199.0,Honda,5,19.5,FWD,chennai
Sedan,5.0,57782,2016,Petrol,1,Manual,620000,Comprehensive,1496.0,Toyota,5,16.78,FWD,chennai
Sedan,5.0,38000,2015,Diesel,1,Automatic,1950000,Comprehensive,1968.0,Skoda,6,17.2,FWD,chennai
Sedan,5.0,110000,2008,Diesel,3,Automatic,680000,Third Party insurance,2993.0,BMW,6,11.5,FWD,chennai
Hatchback,5.0,22066,2018,Petrol,2,Manual,594000,Third Party,1199.0,Honda,5,18.7,FWD,chennai
Hatchback,5.0,65707,2016,Petrol,1,Manual,536000,Comprehensive,1197.0,Hyundai,5,18.6,FWD,chennai
Hatchback,5.0,89488,2015,Petrol,1,Manual,365000,Third Party insurance,998.0,Maruti,5,23.1,FWD,chennai
Hatchback,5.0,88663,2017,Petrol,2,Automatic,544000,Comprehensive,1197.0,Maruti,5,20.89,FWD,chennai
Hatchback,5.0,31679,2020,Petrol,1,Manual,566000,Comprehensive,1199.0,Tata,5,23.84,FWD,chennai
Hatchback,5.0,68178,2013,Petrol,1,Manual,420000,Comprehensive,1197.0,Hyundai,5,18.9,FWD,chennai
Sedan,5.0,61279,2017,Petrol,2,Manual,748000,Comprehensive,1497.0,Honda,5,17.8,FWD,chennai
Sedan,5.0,8963,2021,Petrol,1,Manual,880000,Comprehensive,1199.0,Honda,5,18.6,FWD,chennai
Sedan,5.0,80281,2017,Petrol,1,Manual,616000,Third Party insurance,1197.0,Maruti,5,21.21,FWD,chennai
SUV,5.0,50580,2020,Petrol,1,Manual,1554000,Third Party,1451.0,MG,6,14.16,FWD,chennai
Hatchback,5.0,21000,2014,Petrol,1,Automatic,2100000,Comprehensive,1598.0,Mini,6,19.23,FWD,chennai
SUV,5.0,55000,2016,Diesel,1,Automatic,2175000,Comprehensive,1968.0,Audi,7,15.73,AWD,chennai
SUV,5.0,70000,2018,Diesel,2,Automatic,4200000,Third Party insurance,2143.0,Mercedes-Benz,9,17.9,AWD,chennai
SUV,5.0,58000,2019,Petrol,1,Automatic,4300000,Comprehensive,1984.0,Audi,7,8.5,AWD,chennai
Sedan,5.0,65224,2018,Petrol,1,Manual,725000,Comprehensive,1598.0,Volkswagen,5,16.09,FWD,chennai
Hatchback,5.0,120000,2010,Petrol,1,Manual,275000,Third Party insurance,1197.0,Maruti,5,21.1,FWD,chennai
SUV,5.0,42001,2018,Diesel,1,Automatic,5750000,Comprehensive,2993.0,BMW,8,15.97,4WD,chennai
Sedan,5.0,30316,2017,Petrol,1,Manual,635000,Comprehensive,1197.0,Maruti,5,19.0,FWD,chennai
Sedan,5.0,64000,2013,Diesel,3,Automatic,1800000,Comprehensive,2143.0,Mercedes-Benz,7,13.0,RWD,chennai
Sedan,5.0,40000,2015,Diesel,1,Automatic,1900000,Comprehensive,1984.0,Volvo,8,9.0,FWD,chennai
Hatchback,5.0,100526,2017,Petrol,1,Manual,509999,Comprehensive,1197.0,Maruti,5,22.38,FWD,chennai
Hatchback,5.0,17273,2021,Petrol,1,Manual,817000,Comprehensive,1197.0,Maruti,5,22.38,FWD,chennai
SUV,5.0,107737,2018,Diesel,1,Manual,850000,Third Party insurance,1248.0,Maruti,5,23.65,FWD,chennai
SUV,5.0,111586,2016,Petrol,2,Manual,539000,Comprehensive,1499.0,Ford,5,15.85,FWD,chennai
Hatchback,5.0,73369,2017,Petrol,2,Automatic,538000,Third Party,1197.0,Maruti,5,21.4,FWD,chennai
Hatchback,5.0,63697,2012,Petrol,1,Manual,235000,Comprehensive,796.0,Maruti,5,19.7,FWD,chennai
Hatchback,5.0,45224,2018,Petrol,1,Manual,666000,Comprehensive,1197.0,Hyundai,5,18.6,FWD,chennai
Hatchback,5.0,110701,2010,Diesel,2,Manual,210000,Comprehensive,1399.0,Ford,5,20.0,FWD,chennai
Hatchback,5.0,49124,2016,Petrol,2,Manual,413000,Third Party,998.0,Maruti,5,20.51,FWD,chennai
Sedan,5.0,96861,2016,Petrol,1,Manual,505000,Comprehensive,1197.0,Maruti,5,22.41,FWD,chennai
Hatchback,5.0,64636,2009,Petrol,2,Manual,300000,Comprehensive,1197.0,Hyundai,5,20.36,FWD,chennai
Sedan,5.0,134000,2014,Diesel,1,Automatic,890000,Third Party insurance,1968.0,Audi,8,17.68,FWD,chennai
Hatchback,4.0,20000,2002,Petrol,1,Manual,140000,Comprehensive,796.0,Maruti,4,16.1,FWD,chennai
SUV,5.0,14118,2022,Petrol,1,Automatic,810000,Comprehensive,999.0,Renault,5,19.03,FWD,chennai
SUV,7.0,1200,2023,Diesel,1,Automatic,4100000,Comprehensive,1956.0,Jeep,9,18.9,4WD,chennai
SUV,5.0,36000,2018,Petrol,2,Automatic,725000,Comprehensive,1497.0,Ford,6,14.8,FWD,chennai
SUV,5.0,10000,2022,Petrol,1,Automatic,1755000,Comprehensive,999.0,Skoda,6,17.2,FWD,chennai
SUV,5.0,50000,2019,Petrol,1,Manual,1050000,Third Party insurance,1497.0,Kia,6,16.8,FWD,chennai
SUV,5.0,30000,2021,Petrol,1,Manual,1000000,Third Party insurance,1462.0,Toyota,5,17.03,FWD,chennai
Sedan,5.0,29000,2018,Petrol,1,Automatic,850000,Third Party insurance,1598.0,Skoda,6,14.84,FWD,chennai
Hatchback,5.0,55940,2014,Petrol,2,Manual,508000,Third Party insurance,1197.0,Hyundai,5,18.6,FWD,chennai
Sedan,5.0,115915,2018,Diesel,2,Manual,851000,Third Party,1498.0,Honda,6,25.6,FWD,chennai
Hatchback,5.0,1000,2022,Petrol,1,Automatic,625000,Comprehensive,999.0,Renault,5,22.3,FWD,chennai
Hatchback,5.0,96184,2016,Petrol,2,Automatic,560000,Comprehensive,1199.0,Honda,5,19.0,FWD,chennai
Hatchback,5.0,87780,2014,Petrol,1,Manual,335000,Comprehensive,1086.0,Hyundai,5,19.81,FWD,chennai
Hatchback,5.0,118921,2015,Petrol,1,Manual,445000,Comprehensive,1197.0,Hyundai,5,18.6,FWD,chennai
SUV,5.0,73834,2019,Diesel,2,Manual,830000,Comprehensive,1498.0,Ford,5,23.0,FWD,chennai
SUV,4.0,20000,2022,Diesel,1,Automatic,1789999,Comprehensive,2184.0,Mahindra,6,18.9,4WD,chennai
Hatchback,5.0,38514,2016,Petrol,1,Manual,630000,Comprehensive,1197.0,Maruti,5,21.4,FWD,chennai
Sedan,5.0,74401,2016,Petrol,2,Manual,527000,Comprehensive,1197.0,Maruti,5,22.41,FWD,chennai
SUV,5.0,40000,2020,Petrol,1,Automatic,1320000,Third Party insurance,1353.0,Hyundai,7,16.8,FWD,chennai
Hatchback,5.0,9000,2022,Petrol,1,Manual,860000,Comprehensive,1197.0,Maruti,5,22.38,FWD,chennai
SUV,5.0,50000,2017,Petrol,1,Manual,766000,Third Party insurance,1591.0,Hyundai,6,15.29,FWD,chennai
Sedan,5.0,40000,2020,Petrol,1,Manual,610000,Third Party insurance,1197.0,Maruti,5,22.41,FWD,chennai
Sedan,5.0,80000,2015,Diesel,3,Automatic,475000,Third Party insurance,1498.0,Skoda,7,21.66,FWD,chennai
Hatchback,5.0,82000,2014,Petrol,2,Manual,390000,Third Party insurance,1197.0,Hyundai,5,18.9,FWD,chennai
Sedan,5.0,32947,2020,Petrol,1,Automatic,680000,Comprehensive,1197.0,Hyundai,5,20.1,FWD,chennai
SUV,7.0,9000,2022,Diesel,1,Manual,3150000,Comprehensive,1956.0,Jeep,6,18.9,4WD,chennai
Sedan,5.0,25000,2018,Petrol,1,Manual,855000,Comprehensive,1591.0,Hyundai,6,17.0,FWD,chennai
MUV,6.0,10000,2022,Petrol,1,Manual,1200000,Third Party insurance,1462.0,Maruti,5,19.01,FWD,chennai
Sedan,5.0,8413,2022,Petrol,1,Manual,1786000,Zero Dep,1498.0,Skoda,6,18.72,FWD,chennai
Hatchback,5.0,34460,2016,Petrol,1,Manual,614000,Comprehensive,1197.0,Hyundai,5,18.6,FWD,chennai
Sedan,5.0,33886,2010,Petrol,1,Manual,340000,Comprehensive,1298.0,Maruti,5,17.5,RWD,chennai
Hatchback,5.0,57910,2016,Petrol,2,Manual,558000,Third Party insurance,1197.0,Hyundai,5,17.19,FWD,chennai
MUV,7.0,46233,2020,Petrol,2,Manual,650000,Comprehensive,999.0,Renault,5,20.0,FWD,chennai
Sedan,5.0,60000,2017,Petrol,1,Automatic,950000,Comprehensive,1498.0,Honda,5,18.3,FWD,chennai
Hatchback,5.0,48979,2021,Petrol,1,Manual,710000,Third Party,1197.0,Maruti,5,22.38,FWD,chennai
SUV,5.0,42000,2019,Petrol,1,Automatic,1700000,Comprehensive,1451.0,MG,6,13.96,FWD,chennai
SUV,5.0,106165,2016,Diesel,1,Manual,684000,Comprehensive,1498.0,Ford,5,22.77,FWD,chennai
Hatchback,5.0,91261,2018,Petrol,1,Manual,309000,Third Party,799.0,Datsun,5,22.7,RWD,chennai
Hatchback,5.0,36711,2018,Petrol,1,Manual,500000,Comprehensive,998.0,Maruti,5,21.63,FWD,chennai
Sedan,5.0,9000,2021,Petrol,1,Automatic,5500000,Comprehensive,1998.0,BMW,8,15.3,RWD,chennai
Hatchback,5.0,30428,2018,Petrol,0,Manual,650000,Third Party insurance,1197.0,Maruti,5,21.4,FWD,chennai
Hatchback,5.0,49791,2018,Petrol,1,Manual,360000,Comprehensive,999.0,Renault,5,23.01,FWD,chennai
SUV,6.0,40000,2021,Diesel,1,Manual,1875000,Third Party insurance,1956.0,MG,6,16.65,FWD,chennai
Sedan,5.0,40000,2014,Petrol,2,Manual,450000,Third Party insurance,1197.0,Hyundai,5,19.1,FWD,chennai
Hatchback,5.0,50000,2018,Petrol,2,Automatic,660000,Third Party insurance,1197.0,Maruti,5,21.4,FWD,chennai
SUV,5.0,60000,2019,Diesel,1,Manual,950000,Third Party insurance,1248.0,Maruti,5,24.3,FWD,chennai
Sedan,5.0,60000,2017,Petrol,1,Manual,500000,Third Party insurance,1198.0,Volkswagen,5,17.0,FWD,chennai
SUV,7.0,70000,2017,Diesel,1,Automatic,2390000,Third Party insurance,2198.0,Ford,6,12.62,FWD,chennai
Hatchback,5.0,107158,2014,Petrol,2,Manual,361000,Third Party insurance,998.0,Maruti,5,20.51,FWD,chennai
Hatchback,5.0,90811,2019,Petrol,1,Manual,549000,Third Party insurance,1197.0,Hyundai,5,18.9,FWD,chennai
Hatchback,5.0,76454,2012,Petrol,3,Manual,210000,Comprehensive,1196.0,Ford,5,15.6,FWD,chennai
Hatchback,5.0,57464,2021,Petrol,1,Manual,704000,Third Party,1197.0,Maruti,5,22.38,FWD,chennai
Sedan,5.0,95072,2019,Petrol,1,Manual,729000,Comprehensive,1199.0,Honda,5,19.5,FWD,chennai
Sedan,5.0,51789,2014,Petrol,1,Automatic,700000,Comprehensive,1497.0,Honda,5,18.0,FWD,chennai
Hatchback,5.0,56028,2018,Petrol,2,Manual,619000,Third Party,1197.0,Hyundai,5,18.6,FWD,chennai
Sedan,5.0,60000,2017,Petrol,1,Manual,725000,Third Party insurance,1497.0,Honda,5,17.8,FWD,chennai
Hatchback,5.0,36460,2020,Petrol,1,Manual,621000,Zero Dep,1197.0,Hyundai,5,20.7,FWD,chennai
Sedan,5.0,103249,2020,Petrol,1,Manual,685000,Zero Dep,1199.0,Honda,5,19.5,FWD,chennai
Sedan,5.0,45568,2021,Petrol,1,Manual,950000,Third Party insurance,1498.0,Honda,6,18.6,FWD,chennai
SUV,7.0,130000,2017,Diesel,1,Automatic,1850000,Comprehensive,2198.0,Ford,6,12.62,FWD,chennai
SUV,6.0,60000,2021,Diesel,1,Manual,1850000,Third Party insurance,1956.0,MG,6,16.65,FWD,chennai
Sedan,5.0,100521,2013,Diesel,1,Manual,409999,Comprehensive,1598.0,Skoda,5,20.5,FWD,chennai
Sedan,5.0,42709,2019,Petrol,1,Manual,570000,Comprehensive,999.0,Volkswagen,5,19.44,FWD,chennai
SUV,7.0,150000,2016,Diesel,2,Manual,550000,Third Party insurance,1493.0,Mahindra,5,18.49,RWD,chennai
Sedan,5.0,100000,2015,Petrol,1,Manual,600000,Third Party insurance,1497.0,Honda,5,17.4,FWD,chennai
Sedan,5.0,120000,2009,Diesel,3,Manual,225999,Third Party insurance,1896.0,Volkswagen,5,15.0,FWD,chennai
Sedan,5.0,30000,2018,Petrol,1,Automatic,1350000,Comprehensive,1999.0,Hyundai,6,14.62,FWD,chennai
Sedan,5.0,70000,2016,Diesel,1,Automatic,2600000,Third Party insurance,1995.0,BMW,8,22.69,RWD,chennai
Hatchback,5.0,104279,2014,Petrol,1,Manual,365000,Third Party insurance,1197.0,Hyundai,5,18.9,FWD,chennai
Hatchback,5.0,73321,2018,Petrol,1,Manual,707000,Comprehensive,1197.0,Hyundai,5,17.19,FWD,chennai
Sedan,5.0,50000,2017,Petrol,1,Manual,800000,Third Party insurance,1591.0,Hyundai,6,17.0,FWD,chennai
Hatchback,5.0,34279,2018,Petrol,1,Manual,520000,Zero Dep,1086.0,Hyundai,5,20.3,FWD,chennai
Hatchback,5.0,55040,2016,Petrol,2,Manual,602000,Comprehensive,1197.0,Hyundai,5,18.6,FWD,chennai
Sedan,5.0,39000,2018,Diesel,2,Automatic,1050000,Comprehensive,1582.0,Hyundai,6,22.0,FWD,chennai
Hatchback,5.0,104336,2014,Diesel,2,Manual,546000,Comprehensive,1396.0,Hyundai,6,22.54,FWD,chennai
Sedan,5.0,45000,2019,Diesel,3,Automatic,3475000,Comprehensive,1969.0,Volvo,8,18.0,FWD,chennai
Sedan,5.0,69617,2020,Petrol,1,Manual,1188000,Third Party,1498.0,Honda,6,18.6,FWD,chennai
Hatchback,5.0,47429,2016,Petrol,1,Manual,621000,Comprehensive,1197.0,Hyundai,5,18.6,FWD,chennai
Hatchback,5.0,67000,2015,Petrol,1,Manual,515000,Comprehensive,1197.0,Maruti,5,21.21,FWD,chennai
